sample_id,flare_file,gt_file,loading_time_s,metrics_time_s,total_time_s,chamfer_distance,gaussian_distance,event_count_ratio,temporal_overlap,est_event_count,gt_event_count
composed_00536,Datasets/simu/background_with_flare_events_testoutput/composed_00536_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00536_bg_light.h5,0.544975757598877,6.532315731048584,7.07729434967041,3.778846825649934,1.6029483317465458,0.3707796960866416,0.9998400255959048,590635.0,1592954.0
composed_00537,Datasets/simu/background_with_flare_events_testoutput/composed_00537_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00537_bg_light.h5,0.7216260433197021,10.009127378463743,10.730756759643556,2.2081092079872318,1.3991465496856037,0.5634137824698883,0.9998400255959048,1242395.0,2205120.0
composed_00538,Datasets/simu/background_with_flare_events_testoutput/composed_00538_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00538_bg_light.h5,0.7220892906188965,7.562340021133423,8.28443193435669,4.1859504631486,1.545737589746612,0.7891043973091596,0.9998600195972566,679063.0,860549.0
composed_00539,Datasets/simu/background_with_flare_events_testoutput/composed_00539_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00539_bg_light.h5,0.676398515701294,7.56276535987854,8.239166259765625,2.997169259550617,1.3411344495851851,0.4479479344775899,0.9998400255959048,815547.0,1820629.0
composed_00540,Datasets/simu/background_with_flare_events_testoutput/composed_00540_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00540_bg_light.h5,0.7693688869476318,11.142948150634766,11.912319660186768,2.4408326293784,1.4425041137035826,0.2728360859870459,0.999830028895088,819685.0,3004313.0
composed_00541,Datasets/simu/background_with_flare_events_testoutput/composed_00541_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00541_bg_light.h5,0.5662524700164795,3.792700529098511,4.35895586013794,13.93617862319212,1.9600111982993336,0.4220771482604077,0.999930004899657,162926.0,386010.0
composed_00542,Datasets/simu/background_with_flare_events_testoutput/composed_00542_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00542_bg_light.h5,0.4724946022033691,7.786921977996826,8.259418964385986,4.706774202756044,1.5729565135013024,0.3510662217986177,0.9998500224966256,562083.0,1601074.0
composed_00543,Datasets/simu/background_with_flare_events_testoutput/composed_00543_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00543_bg_light.h5,0.5086300373077393,5.190895795822144,5.699528455734253,4.366498845032332,1.400609971589276,0.5599129282394664,0.9998500224966256,706838.0,1262407.0
composed_00544,Datasets/simu/background_with_flare_events_testoutput/composed_00544_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00544_bg_light.h5,0.665886402130127,7.947847843170166,8.613736629486084,5.317768683735357,1.712366276349535,0.3686106129536646,0.9998600195972566,667392.0,1810561.0
composed_00545,Datasets/simu/background_with_flare_events_testoutput/composed_00545_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00545_bg_light.h5,0.4383955001831054,3.6124677658081055,4.050865411758423,3.491818134902304,1.544238401485562,0.6627346158920657,0.9998500224966256,542496.0,818572.0
composed_00546,Datasets/simu/background_with_flare_events_testoutput/composed_00546_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00546_bg_light.h5,1.148568868637085,21.040775299072266,22.18934655189514,3.510823108903451,1.2878891498639518,0.1039359139535422,0.9998500224966256,542842.0,5222853.0
composed_00547,Datasets/simu/background_with_flare_events_testoutput/composed_00547_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00547_bg_light.h5,0.96821928024292,10.054406881332396,11.022628784179688,3.583300204108247,1.4866453475503263,0.2564117623680178,0.9998400255959048,580647.0,2264510.0
composed_00548,Datasets/simu/background_with_flare_events_testoutput/composed_00548_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00548_bg_light.h5,0.7264881134033203,3.463824510574341,4.190314531326294,6.387635168849667,1.818772524285438,0.7066380141701646,0.9998800143982725,507058.0,717564.0
composed_00549,Datasets/simu/background_with_flare_events_testoutput/composed_00549_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00549_bg_light.h5,0.8640236854553223,213.3091726303101,214.17319917678836,12.69930413986894,1.7005798863268522,0.1521744081653191,0.999830028895088,574606.0,3775970.0
composed_00550,Datasets/simu/background_with_flare_events_testoutput/composed_00550_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00550_bg_light.h5,0.8302934169769287,6.089367151260376,6.919662714004517,2.567628666768578,1.4942347232950353,0.4817659914538278,0.999830028895088,708936.0,1471536.0
composed_00551,Datasets/simu/background_with_flare_events_testoutput/composed_00551_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00551_bg_light.h5,0.8045988082885742,8.105034589767456,8.909635305404663,2.518880789845457,1.4310391181872335,0.5577886754171378,0.9998600195972566,1030398.0,1847291.0
composed_00552,Datasets/simu/background_with_flare_events_testoutput/composed_00552_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00552_bg_light.h5,0.8127110004425049,9.770286560058594,10.583000183105469,2.232880644470151,1.3864832356325667,0.599706467235654,0.9998900120986692,1260571.0,2101980.0
composed_00553,Datasets/simu/background_with_flare_events_testoutput/composed_00553_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00553_bg_light.h5,1.177422285079956,12.210496187210085,13.38792085647583,6.658293116446087,1.643153625953571,0.1565481319394061,0.999830028895088,565759.0,3613962.0
AVERAGE,N/A,N/A,0.6389828443527221,13.625767469406128,14.2647532081604,4.776765085319106,1.5455303887049296,0.5149477592953712,0.9998520223965541,707419.32,1734796.52
